Hawker Centre Stalls,Postal Code,Postal Code,Postal Code
COOKED FOOD  #01-05 ,, S150085  ,150085  
CREATIVE COFFEE & TOAST  #01-36 ,, S150085  ,150085  
DELICIOUS FCC  #01-33 ,, S150085  ,150085  
ENG KEE CHICKEN WING  #01-19 ,, S150085  ,150085  
FAITH  #01-30 ,, S150085  ,150085  
FAITH & AARON MINI HOTPOT  #01-29 ,, S150085  ,150085  
FATIMAH MUSLIM FOOD  #01-78 ,, S150085  ,150085  
FEI ZAI XIANG SHAO LA  #01-92 ,, S150085  ,150085  
FU CHENG TEOCHEW FISHBALL MINCED MEAT  #01-39 ,, S150085  ,150085  
GAN EN  #01-91 ,, S150085  ,150085  
GOOD TASTE ZHU CHAO  #01-88 ,, S150085  ,150085  
GUO ZAI ZHI JIA  #01-68 ,, S150085  ,150085  
HAINANESE CHICKEN RICE  #01-42 ,, S150085  ,150085  
HAO CHENG HOT & COLD BEVERAGES  #01-23 ,, S150085  ,150085  
HOCK SHUN HOME -MADE CURRY  #01-66 ,, S150085  ,150085  
HONG KONG STYLE FISH HEAD BEE HOON  #01-12 ,, S150085  ,150085  
HONG SENG CURRY RICE  #01-74 ,, S150085  ,150085  
J & Q  #01-53 ,, S150085  ,150085  
JIA XIANG  #01-35 ,, S150085  ,150085  
LOCK LOCK  HENG COFFEE STALL  #01-37 ,, S150085  ,150085  
MA LA XIANG GUO  #01-86 ,, S150085  ,150085  
MEI LE YUAN HOT AND COLD CHENG TNG  #01-81 ,, S150085  ,150085  
MFM MALAY FOOD CORNER  #01-10 ,, S150085  ,150085  
PORRIDGE POT  #01-71 ,, S150085  ,150085  
QUAN XIANG MUSHROOM MINCED MEAT NOODLE  #01-80 ,, S150085  ,150085  
REDHILL 73  #01-73 ,, S150085  ,150085  
RINGO FISHBALL  #01-59 ,, S150085  ,150085  
RONG XIN LA MIAN  #01-77 ,, S150085  ,150085  
SHI LE YUAN  #01-82 ,, S150085  ,150085  
SHI LE YUAN PORRIDGE  #01-41 ,, S150085  ,150085  
SKY FRESH FRUIT JUICE  #01-64 ,, S150085  ,150085  
SONG LE  #01-56 ,, S150085  ,150085  
UNCLE MAK CAFÉ  #01-93 ,, S150085  ,150085  
WANG CHA SHI  #01-89 ,, S150085  ,150085  
WEI ZHEN BAN MIAN  #01-63 ,, S150085  ,150085  
XIANG NONG LAO HUO TANG  #01-96 ,, S150085  ,150085  
YONG KEE CHICKEN RICE  #01-79 ,, S150085  ,150085  
YONG KEE H.K. ROASTED DUCK  #01-44 ,, S150085  ,150085  
 ,,,#VALUE!
REDHILL MARKET  ,,,#VALUE!
79 REDHILL LN, S150079  , S150079  ,150079  
#01-64 (WM)  #01-64 ,, S150079  ,150079  
01-106 #01-106 ,, S150079  ,150079  
01-107 #01-107 ,, S150079  ,150079  
188 FRESH FRUITS  #01-86 ,, S150079  ,150079  
75 FRESH PORK  #01-75 ,, S150079  ,150079  
AH CHIN FRESH PORK  #01-69 ,, S150079  ,150079  
AH HENG FRESH PORK  #01-66 ,, S150079  ,150079  
AH HWA FISH STALL (WM)  #01-31 ,, S150079  ,150079  
 ,, S150079  ,150079  
 Back to Top   119 ,, S150079  ,150079  
AH SENG 2  #01-91 ,, S150079  ,150079  
AH SENG PROVISION  #01-90 ,, S150079  ,150079  
AH XIANG 2  #01-78 ,, S150079  ,150079  
CHICKEN KING  #01-51 ,, S150079  ,150079  
CHIEW'S FISH VILLAGE  #01-37 ,, S150079  ,150079  
CHUAN HUAT COFFEE  #01-120 ,, S150079  ,150079  
DRIED GOODS  #01-97 ,, S150079  ,150079  
HOKANG FOOD  #01-08 ,, S150079  ,150079  
NEW FARM EGGS  #01-82 ,, S150079  ,150079  
POH SOON  #01-118 ,, S150079  ,150079  
REDHILL 92  #01-92 ,, S150079  ,150079  
REDHILL FLORISTS (WM)  #01-101 ,, S150079  ,150079  
ROASTED MEAT #01 -74 #01-74 ,, S150079  ,150079  
RU YI FLORAL  #01-72 ,, S150079  ,150079  
SAITO FISH MEAT  #01-24 ,, S150079  ,150079  
SAITO FISH MEAT 1  #01-25 ,, S150079  ,150079  
SIN SENG LEE  #01-119 ,, S150079  ,150079  
SPICE N SPICES  #01-48 ,, S150079  ,150079  
SPICESNSPICES 88  #01-88 ,, S150079  ,150079  
TAI SENG FRESHMART  #01-71 ,, S150079  ,150079  
THE BUTCHER  #01-76 ,, S150079  ,150079  
THE BUTCHER 1  #01-77 ,, S150079  ,150079  
XIANG JI  #01-02 ,, S150079  ,150079  
 ,,,#VALUE!
SEAH IM FOOD CENTRE  ,,,#VALUE!
2 SEAH IM RD , S099114  , S099114  ,099114  
SHI JI NOODLE STALL  #01-56 ,, S099114  ,099114  
 ,,,#VALUE!
SEMBAWANG HILLS FOOD CENTRE  ,,,#VALUE!
590 UPPER THOMSON RD, S574419  , S574419  ,574419  
39 COFFEE STALL  #01-35 ,, S574419  ,574419  
CHAP CHAI PENG  #01-24 ,, S574419  ,574419  
ECONOMIC BEE HOON  #01-11 ,, S574419  ,574419  
GRILL N PASTA  #01-34 ,, S574419  ,574419  
JIA JIA XING  #01-10 ,, S574419  ,574419  
JING JI FISHBALL NOODLE  #01-23 ,, S574419  ,574419  
KENG LEE YIN PIN  #01-19 ,, S574419  ,574419  
KHOON'S KATONG LAKSA  #01-26 ,, S574419  ,574419  
KIN HANDMADE NOODLES  #01-28 ,, S574419  ,574419  
MING JI BAO BEI XIA MIAN  #01-05 ,, S574419  ,574419  
PING JI CHICKEN & DUCK  #01-20 ,, S574419  ,574419  
PING KEE POPIAH  #01-32 ,, S574419  ,574419  
SATAY  #01-31 ,, S574419  ,574419  
SHUI KUEH  #01-16 ,, S574419  ,574419  
SIN HOE HUAT CAFE  #01-01 ,, S574419  ,574419  
SOON LEE SUGAR CANE JUICE  #01-25 ,, S574419  ,574419  
SUGAR CANE &N FRESH FRUIT  #01-30 ,, S574419  ,574419  
XIN HENG  #01-13 ,, S574419  ,574419  
YONG KEE  #01-02 ,, S574419  ,574419  
 ,,,#VALUE!
 ,,,#VALUE!
 Back to Top   120 ,,,#VALUE!
SENG KANG NEW MARKET  ,,,#VALUE!
118 RIVERVALE DR, S540118  , S540118  ,540118  
EDEN AGRITECH ASIA  #01-30 ,, S540118  ,540118  
EDEN MINIMART  #01-30 ,, S540118  ,540118  
FRESH INDONESIA PORK  #01-30 ,, S540118  ,540118  
HOCK HUAT FLORIST  #01-30 ,, S540118  ,540118  
JMC FRESH AND FROZEN PTE LTD  #01-30 ,, S540118  ,540118  
LIM FRESH CHICKEN  #01-30 ,, S540118  ,540118  
MAXCO TRADING  #01-28 ,, S540118  ,540118  
OCEAN HUB  #01-18 to 20  ,, S540118  ,540118  
SEA KING FISH TRADE  #01-30 ,, S540118  ,540118  
SEA KING SEAFOOD @ 118  #01-30 ,, S540118  ,540118  
 ,,,#VALUE!
SENJA HAWKER CENTRE  ,,,#VALUE!
2 SENJA CLOSE, S677632  , S677632  ,677632  
97 NASI LEMAK SENJA  #02-03 ,, S677632  ,677632  
AH DI PRAWN NOODLE  #02-16 ,, S677632  ,677632  
AH LOCK KITCHEN  #02-26 ,, S677632  ,677632  
AMOY STREET LOR MEE  #02-01 ,, S677632  ,677632  
CWHN  #02-05 ,, S677632  ,677632  
DOU JIANG YOU TIAO  #02-22 ,, S677632  ,677632  
HAINAN WESTERN  #02-09 ,, S677632  ,677632  
HAJI SUBUHANI FAMILY  #02-18 ,, S677632  ,677632  
HENG GI GOOSE N DUCK RICE  #02-07 ,, S677632  ,677632  
HENG HENG NOODLE HOUSE  #02-08 ,, S677632  ,677632  
INDIVIDUAL  #02-04 ,, S677632  ,677632  
JIAO CAI SEAFOOD  #02-14 ,, S677632  ,677632  
JUST GREEN  #02-15 ,, S677632  ,677632  
MOHAMED AYAAN ROJAK  #02-19 ,, S677632  ,677632  
MUNCHI PANCAKE SENJA  #02-23 ,, S677632  ,677632  
PIN WEI  #02-27 ,, S677632  ,677632  
PROJECT PENYEK  #02-17 ,, S677632  ,677632  
RICE GARDEN SENJA 0224  #02-24 ,, S677632  ,677632  
SHI NIAN  #02-11 ,, S677632  ,677632  
TAI HAO CHI  #02-13 ,, S677632  ,677632  
WOK26  #02-06 ,, S677632  ,677632  
YONG FENG JI JI FAN  #02-02 ,, S677632  ,677632  
YU WEI JU QUAN  #02-25 ,, S677632  ,677632  
 ,,,#VALUE!
SERANGOON GARDEN MARKET AND FOOD CENTRE  ,,,#VALUE!
49A SERANGOON GARDEN WAY, S555945  , S555945  ,555945  
3 KINGS  #01-68 ,, S555945  ,555945  
3 KINGS 2  #01-67 ,, S555945  ,555945  
AH ENG HOR FUN  #01-16 ,, S555945  ,555945  
AH SENG BRAISED DUCK RICE  #01-44 ,, S555945  ,555945  
BOSSI NOODLE  #01-18 ,, S555945  ,555945  
BOTANIC GARDEN DESSERT  #01-17 ,, S555945  ,555945  
CHEN SOON MEI  #01-41 ,, S555945  ,555945  
CHWEE KUEH  #01-22 ,, S555945  ,555945  
FIVE STAR WESTERN FOOD  #01-36 ,, S555945  ,555945  
 ,, S555945  ,555945  
 Back to Top   121 ,, S555945  ,555945  
FONG KEE  #01-12 ,, S555945  ,555945  
GARDEN STREET KWAY CHAP  #01-21 ,, S555945  ,555945  
GARDEN STREET KWAY CHAP K  #01-74 ,, S555945  ,555945  
GARDENS YOU TIAO  #01-33 ,, S555945  ,555945  
HAJI MOHAMED SHARIFF  #01-26 ,, S555945  ,555945  
HOCK KEE FRIED OYSTER  #01-19 ,, S555945  ,555945  
HONG SHA LI  #01-13 ,, S555945  ,555945  
HWA KEE CAFÉ  #01-09 ,, S555945  ,555945  
JULIA BBQ  #01-23 ,, S555945  ,555945  
KALLANG WANTON NOODLE  #01-11 ,, S555945  ,555945  
KATONG SATAY SUPPLY  #01-05 ,, S555945  ,555945  
LAO SONG FA  #01-14 ,, S555945  ,555945  
MAIMON NASI PADANG  #01-29 ,, S555945  ,555945  
MIXED VEGETABLE RICE  #01-34 ,, S555945  ,555945  
PANCAKE KING  #01-25 ,, S555945  ,555945  
PORRIDGE  #01-10 ,, S555945  ,555945  
SENG KEE MUSHROOM NOODLE  #01-37 ,, S555945  ,555945  
SERANGOON GARDEN BAKERY  #01-46 ,, S555945  ,555945  
SERANGOON SOYA BEAN  #01-24 ,, S555945  ,555945  
SIANG HEE TZE CHAR  #01-20 ,, S555945  ,555945  
SOH ENG SIONG COFFEE  #01-38 ,, S555945  ,555945  
SUNSHINE HOUSE  #01-52 ,, S555945  ,555945  
TIAN TIAN LAI SOYA BEAN  #01-39 ,, S555945  ,555945  
VEGETABLE 57  #01-57 ,, S555945  ,555945  
VEGETABLES  #01-58 ,, S555945  ,555945  
ZUZU KEBAB  #01-32 ,, S555945  ,555945  
 ,,,#VALUE!
SHUNFU MART FOOD CENTRE MARKET  ,,,#VALUE!
320 SHUNFU RD, S570320  , S570320  ,570320  
81 PORK SUPPLY  #01-12 ,, S570320  ,570320  
93 CHICKEN  #01-22 ,, S570320  ,570320  
ALL SEASONS FLOWERS  #01-44 ,, S570320  ,570320  
BAKE FRESH  #02-27 ,, S570320  ,570320  
CHOCOLAT N' SPICE  #02-12 ,, S570320  ,570320  
CHOP TIN HENG  #01-34 ,, S570320  ,570320  
DELISNACKS SHUNFU  #02-19 ,, S570320  ,570320  
DONG NAN WANTON NOODLE  #02-04 ,, S570320  ,570320  
DUCK  #02-16 ,, S570320  ,570320  
FISH STALL 26 (WM)  #01-26 ,, S570320  ,570320  
FRESH BREAD SHOP  #02-31 ,, S570320  ,570320  
GONG XI FAI CAI DRINK  #02-18 ,, S570320  ,570320  
GROCERY  #01-33 ,, S570320  ,570320  
GU CHENG  #02-17 ,, S570320  ,570320  
HE CHENG COOKED FOOD  #02-03 ,, S570320  ,570320  
HENG HENG  #02-05 ,, S570320  ,570320  
HUAT HENG PRAWN MEE  #02-09 ,, S570320  ,570320  
IRENE  #01-31 ,, S570320  ,570320  
JANUR SELERA  #02-28 ,, S570320  ,570320  
JIE MEI BAN MIAN  #02-02 ,, S570320  ,570320  
KHAI YENG CHEONG KEE  #02-01 ,, S570320  ,570320  
 ,, S570320  ,570320  
 Back to Top   122 ,, S570320  ,570320  
KIM SOON PROVISION SHOP  #01-32 ,, S570320  ,570320  
LAKE VIEW FISH MERCHANT  #01-05 ,, S570320  ,570320  
LEONG CHICKEN RICE  #02-22 ,, S570320  ,570320  
LIAN HENG DRINKS  #02-14 ,, S570320  ,570320  
LIAN KEE CHICKEN RICE  #02-10 ,, S570320  ,570320  
LIM FRUITS STALL  #01-47 ,, S570320  ,570320  
MARSILING TEOCHEW FISH  #02-07 ,, S570320  ,570320  
MDS  #01-24 ,, S570320  ,570320  
MEI ZHEN HAKKA DELICACIES  #02-26 ,, S570320  ,570320  
ONG YEW LEE FARM  #01-19 ,, S570320  ,570320  
QUAN ANN PRAWN MEE  #02-11 ,, S570320  ,570320  
QUAN FU BEAN SPROUT  #01-46 ,, S570320  ,570320  
SIN BOON LEE MEAT POULTRY  #01-11 ,, S570320  ,570320  
SIN SOON FA FRESH FRUIT  #01-43 ,, S570320  ,570320  
SING LAM POULTRY SUPPLIER  #01-09 ,, S570320  ,570320  
SOON LEE FATT VEGETABLE  #01-50 ,, S570320  ,570320  
ST MINI MART  #01-14 ,, S570320  ,570320  
ST MINI MART 2  #01-17 ,, S570320  ,570320  
THIAM LEE VEGETABLE SUPPLIER (WM)  #01-38 ,, S570320  ,570320  
VEGETABLE #01 -51 #01-51 ,, S570320  ,570320  
WAK LIMAH STALL  #02-15 ,, S570320  ,570320  
WONDERFUL FOOD SUPPLY  #01-01 ,, S570320  ,570320  
 ,,,#VALUE!
SIMS VISTA FOOD CENTRE  ,,,#VALUE!
49 SIMS PLACE, S380049  , S380049  ,380049  
#01-103 #01-103 ,, S380049  ,380049  
#01-123 #01-123 ,, S380049  ,380049  
#01-75 #01-75 ,, S380049  ,380049  
#01-76 #01-76 ,, S380049  ,380049  
#01-94 #01-94 ,, S380049  ,380049  
01-111 EGG STALL  #01-111 ,, S380049  ,380049  
01-126 VEG  #01-126 ,, S380049  ,380049  
01-129 VEG  #01-129 ,, S380049  ,380049  
01-65 #01-65 ,, S380049  ,380049  
01-68 SIMS VISTA  #01-68 ,, S380049  ,380049  
01-95 #01-95 ,, S380049  ,380049  
108 CHICKEN AND DUCK  #01-108 ,, S380049  ,380049  
51 WESTERN FOOD  #01-51 ,, S380049  ,380049  
AH ZHEN  #01-18 ,, S380049  ,380049  
CHUAN HENG  #01-96 ,, S380049  ,380049  
DA JIA HAO DELICACIES  #01-54 ,, S380049  ,380049  
DA ZHONG CHA SHI #01-52 ,, S380049  ,380049  
FLY SCREEN FURNISHING  #01-61 ,, S380049  ,380049  
FRIED KWAY TEOW  #01-26 ,, S380049  ,380049  
FRUIT STALL  #01-137 ,, S380049  ,380049  
FU KEE  #01-69 ,, S380049  ,380049  
GRACEVIEW PAAR TRADING  #01-63 ,, S380049  ,380049  
GREENERY FLORALS  #01-136 ,, S380049  ,380049  
HAO CHI ZAI LAI  #01-50 ,, S380049  ,380049  
HAO QING XIANG  #01-05 ,, S380049  ,380049  
 ,, S380049  ,380049  
 Back to Top   123 ,, S380049  ,380049  
HAVELOCK CURRY RICE  #01-70 ,, S380049  ,380049  
HE XING NIANG TOU FOO  #01-49 ,, S380049  ,380049  
HENG HENG  #01-40 ,, S380049  ,380049  
HENG WANG COFFEE STALL  #01-20 ,, S380049  ,380049  
HOLLYWOOD DUCK RICE  #01-73 ,, S380049  ,380049  
HUNG HUAT CAKES & PASTRIES  #01-48 ,, S380049  ,380049  
HWA SIN GARMENT  #01-79 ,, S380049  ,380049  
INDONESIA FRESH PORK  #01-98 ,, S380049  ,380049  
J&C #01-83 ,, S380049  ,380049  
JEE SENG PROVISION SHOP  #01-92 ,, S380049  ,380049  
JI LI ZHA CAI FAN  #01-32 ,, S380049  ,380049  
JIA CONFECTIONERY  #01-46 ,, S380049  ,380049  
JIA JIA ECONOMIC RICE  #01-34 ,, S380049  ,380049  
JIANG NAN SOYA BEAN  #01-57 ,, S380049  ,380049  
JIE MEI BAN MIAN  #02-02 ,, S380049  ,380049  
JOANE JELLY BEAN  #01-19 ,, S380049  ,380049  
KENG NAM CHICKEN RICE  #01-15 ,, S380049  ,380049  
KIM LEE CARROT CAKE  #01-30 ,, S380049  ,380049  
LEE JIN ZHEN JIN  #01-102 ,, S380049  ,380049  
LIANG JI  #01-55 ,, S380049  ,380049  
LIANG TANG YUAN  #01-03 ,, S380049  ,380049  
LOO KEE FISH SOUP  #01-71 ,, S380049  ,380049  
LU SHUN VEGETARIAN FS  #01-38 ,, S380049  ,380049  
MAH WAH COOKED FOOD  #01-33 ,, S380049  ,380049  
MAY KIM DEPARTMENT STORE  #01-77 ,, S380049  ,380049  
MEI LIAN COFFEE  #01-36 ,, S380049  ,380049  
MOHD SAKKAN DRINKS  #01-08 ,, S380049  ,380049  
NAIN FOOD STALL  #01-07 ,, S380049  ,380049  
RAHMAH MUSLIM FOOD  #01-12 ,, S380049  ,380049  
RICE ROLL  #01-59 ,, S380049  ,380049  
SALEEM TEH TARIK  #01-11 ,, S380049  ,380049  
SIM TIOW HOCK COFFEE  #01-93 ,, S380049  ,380049  
SOON SOON CHICKEN RICE  #01-29 ,, S380049  ,380049  
SOYA BEAN DRINK  #01-27 ,, S380049  ,380049  
TAI DONG DUCK RICE  #01-04 ,, S380049  ,380049  
TEA LODGE COLD HOT  #01-53 ,, S380049  ,380049  
TEOCHEW KWAY TIAO SOUP  #01-43 ,, S380049  ,380049  
TIAN TIAN LAI  #01-99 ,, S380049  ,380049  
WANTON NOODLE RICE  #01-47 ,, S380049  ,380049  
YARDLEY COSMETICS STORE  #01-64 ,, S380049  ,380049  
YI XUAN CHA SHI  #01-01 ,, S380049  ,380049  
YONG XIANG NOODLE HOUSE  #01-28 ,, S380049  ,380049  
ZHEN  #01-56 ,, S380049  ,380049  
ZHEN XIANG MEI SHI  #01-44 ,, S380049  ,380049  
 ,,,#VALUE!
SIN CHWEE MINI MART  ,,,#VALUE!
371 BUKIT BATOK ST 31, S650371  , S650371  ,650371  
SIN CHWEE MINI MARKET  #01-398 ,, S650371  ,650371  
 ,, S650371  ,650371  
 ,, S650371  ,650371  
 ,, S650371  ,650371  
 Back to Top   124 ,,,#VALUE!
TAMAN JURONG FOOD CENTRE  ,,,#VALUE!
3 YUNG SHENG RD, S618499  , S618499  ,618499  
1819 FRUITS STALL (WM)  #01-18 ,, S618499  ,618499  
92 JIA XIANG FENG WEI  #02-92 ,, S618499  ,618499  
AH CHEN DRINK STALL  #02-81 ,, S618499  ,618499  
AH CHUA FISH  #01-30 ,, S618499  ,618499  
AN XIN FOOD AND BEVERAGE  #03-152 ,, S618499  ,618499  
BBQ SEAFOOD  #03-178 ,, S618499  ,618499  
BUTTER NUT  #02-108 ,, S618499  ,618499  
CHI HUO  #03-179 ,, S618499  ,618499  
CHNG KEE COOKED FOOD  #02-111 ,, S618499  ,618499  
CHOP KIM GUAN ROASTED PORK  #01-12 ,, S618499  ,618499  
DA XING SHU SHI  #03-123 ,, S618499  ,618499  
DAY AFTER DAY DELIGHT  #02-70 ,, S618499  ,618499  
FAN SHU ZHOU  #02-80 ,, S618499  ,618499  
FENG QUAN CHAI SHI  #03-149 ,, S618499  ,618499  
FRESH FRUIT JUICE  #02-119 ,, S618499  ,618499  
GINGA VEGETARIAN FOOD  #02-104 ,, S618499  ,618499  
HENG HENG FRUITS STALL (WM)  #01-20 ,, S618499  ,618499  
HONG GUAN COOKED FOOD  #03-139 ,, S618499  ,618499  
HOUGANG JING JIA MUTTON SOUP  #03-156 ,, S618499  ,618499  
HUP SOON RICE N PORRIDGE  #03-164 ,, S618499  ,618499  
JIAKIES  #02-72 ,, S618499  ,618499  
JING FA FISHBALL NOODLE  #03-177 ,, S618499  ,618499  
JJ SARAWAK NOODLE  #03-127 ,, S618499  ,618499  
JOO JI DRIED GOODS STALL (WM)  #01-09 ,, S618499  ,618499  
KWEE LAM HUAT (WM)  #01-07 ,, S618499  ,618499  
LAI HENG NOODLE  #02-74 ,, S618499  ,618499  
LE KITCHEN  #03-126 ,, S618499  ,618499  
LENG HUAT FISHBALL NOODLE. LAKSA  #02-89 ,, S618499  ,618499  
LONG JI MIXED RICE  #02-75 ,, S618499  ,618499  
MA LA XIANG GUO  #02-77 ,, S618499  ,618499  
NAM HONG COFFEE STALL  #02-88 ,, S618499  ,618499  
NASI LEMAK  #03-167 ,, S618499  ,618499  
NON STOP DRINKING  #03-153 ,, S618499  ,618499  
OM GHANAPATHY SHIVA PROVISIONS (WM)  #01-03 ,, S618499  ,618499  
ORIENTIAL ROJAK  #03-161 ,, S618499  ,618499  
PANCAKE  #02-76 ,, S618499  ,618499  
POH MENG VEGETARIAN  #03-143 ,, S618499  ,618499  
RAFEES CORNER  #02-112 ,, S618499  ,618499  
REX HAINAN CHICKEN RICE  #03-176 ,, S618499  ,618499  
RONG XING HAKKA YONG TAU FU  #03-120 ,, S618499  ,618499  
SPICES AMINA  #01-17 ,, S618499  ,618499  
STALL 10  #01-10 ,, S618499  ,618499  
STALL 11  #01-11 ,, S618499  ,618499  
SWEET HUT  #03-129 ,, S618499  ,618499  
TAI SENG FISH SOUP  #03-145 ,, S618499  ,618499  
THE DESSERT HOUSE  #03-158 ,, S618499  ,618499  
TICK PROVISION SHOP  #01-04 ,, S618499  ,618499  
TIEN LAI RICE STALL  #02-66 ,, S618499  ,618499  
 ,, S618499  ,618499  
 Back to Top   125 ,, S618499  ,618499  
TJ SORAKAI (WM)  #01-42 ,, S618499  ,618499  
TOAST CANT STOP EATING TOAST  #02-59 ,, S618499  ,618499  
TOM'S KITCHEN  #03-130 ,, S618499  ,618499  
WESTERN  #03-171 ,, S618499  ,618499  
XIANG XIANG DELIGHTS  #02-118 ,, S618499  ,618499  
XIN SHENG NGOH HIONG PRAWN CRACKER  #03-163 ,, S618499  ,618499  
XIN XIN DRINK STALL  #02-69 ,, S618499  ,618499  
XIN XIN FOOD STALL  #02-68 ,, S618499  ,618499  
YE LAI XIANG FRUIT JUICE  #03-180 ,, S618499  ,618499  
YEH LAI SIANG COFFE  #02-117 ,, S618499  ,618499  
YI PIN TANG  #03-157 ,, S618499  ,618499  
YING JI WANTON NOODLE  #03-172 ,, S618499  ,618499  
YONG KEE BAK KUT TEH  #02-78 ,, S618499  ,618499  
YONG SHENG FRIED DELIGHTS  #03-160 ,, S618499  ,618499  
YOU TIAO  #02-73 ,, S618499  ,618499  
YUMMEE FOODS  #03-125 ,, S618499  ,618499  
ZHUANG JIE SHOU GONG MIAN  #03-128 ,, S618499  ,618499  
ZI BU XIAO HUO GUO  #02-94 ,, S618499  ,618499  
 ,,,#VALUE!
TAMPINES ROUND MARKET & FOOD CENTRE  ,,,#VALUE!
137 TAMPINES ST 11, S521137  , S521137  ,521137  
122 FROZEN GOODS  #01-85 ,, S521137  ,521137  
122 FROZEN PORK  #01-117 ,, S521137  ,521137  
137 HOT AND COLD DRINK  #01-41 ,, S521137  ,521137  
137 LOR MEE PRAWN MEE  #01-09 ,, S521137  ,521137  
137 VEGETERIAN PANKCAKE  #01-06 ,, S521137  ,521137  
26 SOYA BEAN  #01-26 ,, S521137  ,521137  
AH BAI PORK STALL  #01-88 ,, S521137  ,521137  
AH KIAT FRESH FISH STALL  #01-105 ,, S521137  ,521137  
AH LIAN XIANG ZHUANG  #01-50 ,, S521137  ,521137  
AH LOH FRESH PORK  #01-89 ,, S521137  ,521137  
AL HIJRAH  #01-31 ,, S521137  ,521137  
ANI TAILOR  #01-137 ,, S521137  ,521137  
AUNTY CHWEE KUEH  #01-24 ,, S521137  ,521137  
AZIZAH TRADING & SERVICES  #01-36 ,, S521137  ,521137  
BAO SHOUSHI  #01-01 ,, S521137  ,521137  
CENTRE COFFEE STALL  #01-11 ,, S521137  ,521137  
CHAI CHEE PORK PORRIDGE  #01-39 ,, S521137  ,521137  
CLOTHES  #01-138 ,, S521137  ,521137  
COFFEE POWDER & BISCUIT  #01-55 ,, S521137  ,521137  
FISH HEAD HOTPOT  #01-03 ,, S521137  ,521137  
FRIED CARROT CAKE  #01-17 ,, S521137  ,521137  
HENRY AND IRENE FLORAL (WM)  #01-76 ,, S521137  ,521137  
HONG FRESH FISH  #01-100 ,, S521137  ,521137  
HONG HAKKA YONG TAU FOO  #01-62 ,, S521137  ,521137  
HOUSE OF DESSERT  #01-02 ,, S521137  ,521137  
HUI LAI  #01-23 ,, S521137  ,521137  
IRENE'S BOUTIQUE  #01-51 ,, S521137  ,521137  
J & C TAMP  #01-53 ,, S521137  ,521137  
JIE SHEN SHOU GONG BAO  #01-42 ,, S521137  ,521137  
 ,, S521137  ,521137  
 Back to Top   126 ,, S521137  ,521137  
JU MING XIANG MUSHROOM MINCED MEAT NOODLE  #01-21 ,, S521137  ,521137  
KAYAT NASI PADANG  #01-37 ,, S521137  ,521137  
KONG AH NGAN  #01-139 ,, S521137  ,521137  
LAO LI PIG'S VISCERA PORK RIB  #01-43 ,, S521137  ,521137  
LEE KEE MUSHROOM MINCED MEAT NOODLE  #01-27 ,, S521137  ,521137  
LI SHENG  #01-49 ,, S521137  ,521137  
LISTORIA -M #01-82 ,, S521137  ,521137  
LUCKY SOYA BEAN  #01-08 ,, S521137  ,521137  
MING FA SHAO LA  #01-83 ,, S521137  ,521137  
NASI LEMAK SPECIALIST  #01-14 ,, S521137  ,521137  
PEGGY  #01-47 ,, S521137  ,521137  
PENG LOKE PORK STALL  #01-86 ,, S521137  ,521137  
QUAN FENG COFFEE STALL  #01-34 ,, S521137  ,521137  
RAJARANI THOSAI  #01-33 ,, S521137  ,521137  
ROASTED DUCK #01 -118 #01-118 ,, S521137  ,521137  
ROASTED DUCK #01 -119 #01-119 ,, S521137  ,521137  
SEAFOOD  #01-103 ,, S521137  ,521137  
SEOW BOON PORK STALL (WM)  #01-121 ,, S521137  ,521137  
SHEN LI RESTAURANT  #01-15 ,, S521137  ,521137  
SHENG HEN FISH STALL  #01-132 ,, S521137  ,521137  
SIN SENG HUAT POULTRY  #01-112 ,, S521137  ,521137  
SISTERS FLOWER (WM)  #01-81 ,, S521137  ,521137  
SONG HAN CARROT CAKE  #01-07 ,, S521137  ,521137  
SOON HUAT COFFEE POWDER (WM)  #01-144 ,, S521137  ,521137  
SOON LEE VEGETABLE RICE  #01-22 ,, S521137  ,521137  
SUSAN'S SEAFOOD  #01-107 ,, S521137  ,521137  
TEO KEE NOODLE  #01-05 ,, S521137  ,521137  
TRADING #01 -141 #01-141 ,, S521137  ,521137  
VEGETARIAN FOOD  #01-30 ,, S521137  ,521137  
XIANG FA SHU SHI #01-13 ,, S521137  ,521137  
XIN LI HOT & COLD DRINKS  #01-32 ,, S521137  ,521137  
XIN XING CARROT CAKE  #01-44 ,, S521137  ,521137  
XING JI  #01-35 ,, S521137  ,521137  
XING MAN XIANG ZHUANG  #01-52 ,, S521137  ,521137  
XIONG KEE FAMOUS CARROT CAKE  #01-29 ,, S521137  ,521137  
YI LE SHU SHI  #01-10 ,, S521137  ,521137  
YONG HUAT CHICKEN RICE  #01-12 ,, S521137  ,521137  
 ,, S521137  ,521137  
TAMPINES WET MARKET  ,,,#VALUE!
201C TAMPINES ST 21, S523201  , S523201  ,523201  
BOON HOCK ENTERPRISE  #01-04 ,, S523201  ,523201  
HONG SHI MIAN JIA  (blank)  ,, S523201  ,523201  
SWEE CHOON MARKET  #01-06 ,, S523201  ,523201  
 ,,,#VALUE!
TANGLIN HALT MARKET  ,,,#VALUE!
48A TANGLIN HALT RD, S148813  , S148813  ,148813  
01-79 #01-79 ,, S148813  ,148813  
32 FASHION  #01-32 ,, S148813  ,148813  
